,churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
342,C-d33672,A-a1b80b,11-07-2024,budget,12.99,False,False,True,switched to competitor
343,C-f180f4,A-ac14bb,01-10-2024,competitor,0.0,False,False,False,too expensive
344,C-d8d1fd,A-5b1bcd,07-08-2024,competitor,4.45,False,False,False,
345,C-f918d7,A-202b67,30-03-2024,features,69.59,False,False,False,
346,C-a77cbf,A-bad8c1,04-10-2023,unknown,0.0,False,False,True,too expensive
347,C-f5dfda,A-2446e3,20-07-2024,competitor,34.87,True,True,True,missing features
348,C-9b80de,A-533452,01-12-2024,pricing,132.32,False,False,False,missing features
349,C-515343,A-b54c01,23-10-2024,budget,0.0,True,False,False,too expensive
350,C-da7b0d,A-2ebb4b,04-08-2023,pricing,0.0,False,False,False,missing features
351,C-efed73,A-9123ac,23-10-2024,competitor,0.0,True,False,False,missing features
352,C-8d2855,A-8bde0c,30-12-2024,pricing,0.0,False,False,False,
353,C-992f28,A-f44180,29-04-2023,competitor,38.15,False,False,False,too expensive
354,C-d47c85,A-c37601,17-12-2024,support,0.0,False,False,False,switched to competitor
355,C-ad8b54,A-a09355,13-09-2024,support,0.0,True,False,False,
356,C-89198d,A-038089,21-10-2024,competitor,0.0,False,False,False,
357,C-f33efc,A-8ed5dd,30-10-2024,support,0.0,True,True,False,switched to competitor
358,C-13ca3a,A-313be3,23-03-2024,features,43.03,False,False,False,too expensive
359,C-07f6e3,A-e888d1,06-06-2023,budget,0.0,False,False,False,too expensive
360,C-65b589,A-7a0d69,05-12-2024,competitor,0.0,False,True,False,switched to competitor
361,C-ea6df1,A-e51ec7,07-04-2024,budget,0.0,False,False,False,switched to competitor
362,C-f78dc9,A-1619f8,21-09-2024,budget,0.0,False,False,False,
363,C-9d9bff,A-f5641b,17-06-2024,features,0.0,False,False,False,too expensive
364,C-9d8799,A-dfbd31,01-01-2024,features,0.0,True,False,False,too expensive
365,C-2fb169,A-0532a9,09-10-2024,pricing,2.4,False,False,False,too expensive
366,C-3bac11,A-f5641b,20-04-2024,pricing,0.0,False,False,False,too expensive
367,C-49868d,A-309e54,14-12-2024,support,106.67,False,False,False,missing features
368,C-27770c,A-7988d1,19-06-2024,competitor,16.89,False,False,False,too expensive
369,C-118bea,A-65aeb5,02-12-2024,budget,0.0,True,False,True,missing features
370,C-cf17ca,A-e08cd3,17-12-2024,features,0.0,False,False,False,too expensive
371,C-25c0d2,A-e693b6,10-10-2024,budget,0.0,False,True,False,missing features
372,C-05224a,A-f17767,03-05-2023,pricing,0.0,True,False,False,
373,C-fe7ee4,A-b44e3e,14-04-2024,unknown,0.0,False,False,False,switched to competitor
374,C-14ac13,A-68f37c,18-12-2024,features,0.0,False,False,True,too expensive
375,C-fa1c87,A-342303,20-03-2024,features,0.0,False,False,False,switched to competitor
376,C-29b7f7,A-8ae05d,30-08-2024,unknown,0.0,False,False,False,missing features
377,C-22b92e,A-32fb14,03-04-2024,features,0.0,False,False,False,too expensive
378,C-46580a,A-81edc3,03-03-2024,unknown,0.0,False,False,False,missing features
379,C-ef9abf,A-a33200,07-10-2024,features,21.61,True,False,False,too expensive
380,C-88a176,A-d922bf,06-12-2024,support,11.13,False,True,False,too expensive
381,C-681c7b,A-ff3c73,09-05-2024,competitor,2.42,False,False,False,missing features
382,C-ca1941,A-37f969,03-11-2024,pricing,0.0,False,False,False,too expensive
383,C-7fcce6,A-4bfa33,08-12-2024,unknown,0.0,False,False,False,missing features
384,C-5328d6,A-0b0d6d,31-12-2024,competitor,0.0,False,False,False,
385,C-cd7797,A-a8d89d,26-08-2024,pricing,0.0,False,False,False,
386,C-7f0644,A-ae052e,17-10-2024,budget,0.0,False,False,False,too expensive
387,C-2d4533,A-117171,22-10-2024,features,102.86,False,False,False,switched to competitor
388,C-d9410c,A-87aa7b,19-06-2024,pricing,136.0,False,True,False,missing features
389,C-75fdd6,A-0f7d77,09-11-2024,competitor,0.0,False,False,True,missing features
390,C-3018d4,A-34ea2f,19-10-2024,unknown,1.85,True,False,False,too expensive
391,C-fcbd6e,A-1e1b80,13-11-2024,features,0.0,False,False,False,switched to competitor
392,C-79999b,A-58b9ff,10-10-2024,pricing,0.0,False,False,False,too expensive
393,C-62ad35,A-6965e1,02-12-2024,budget,0.0,False,False,False,
394,C-f0bd80,A-117171,14-11-2024,pricing,0.0,False,False,False,
395,C-f49d4c,A-65c341,16-12-2024,unknown,0.0,False,False,False,switched to competitor
396,C-462222,A-ae052e,07-10-2023,support,0.0,False,False,False,too expensive
397,C-f68651,A-eafc6e,12-12-2024,unknown,0.0,False,False,False,
398,C-9c4603,A-c58f49,21-09-2024,support,7.6,False,False,False,switched to competitor
399,C-c179a3,A-e7beab,25-04-2024,features,0.0,False,True,False,missing features
400,C-2c9dae,A-b179bf,25-11-2024,features,0.0,False,False,False,
401,C-2c86b1,A-afa505,02-03-2024,support,0.0,True,False,False,missing features
402,C-1172fe,A-4a267b,17-06-2024,support,64.54,False,False,False,missing features
403,C-4f6d90,A-6a7c9d,15-11-2024,features,178.84,False,False,False,missing features
404,C-f51f1d,A-32fb14,28-04-2024,competitor,0.0,False,False,False,too expensive
405,C-bd5e5e,A-bd4513,09-12-2024,budget,35.14,False,False,False,too expensive
406,C-9fd0cf,A-eb7fac,22-07-2024,unknown,0.0,False,False,False,switched to competitor
407,C-dcbfa4,A-4e44e8,25-08-2024,features,35.48,True,False,False,too expensive
408,C-f1268a,A-32728c,19-07-2024,budget,7.58,True,False,True,missing features
409,C-0b2d8c,A-1b9609,02-01-2024,unknown,0.0,False,False,False,switched to competitor
410,C-26865a,A-854864,24-12-2024,support,8.47,True,False,False,switched to competitor
411,C-fba952,A-118d55,27-12-2024,pricing,0.0,False,False,False,too expensive
412,C-e4261a,A-417d2f,30-12-2024,budget,0.0,False,False,False,missing features
413,C-ab36fc,A-f03140,03-10-2024,competitor,0.0,False,False,False,missing features
414,C-fdb715,A-241e75,11-10-2024,unknown,0.0,False,False,False,
415,C-fcfc3c,A-98a59a,11-09-2024,support,0.0,True,False,False,switched to competitor
416,C-a119b0,A-9f2731,09-12-2024,unknown,136.94,False,False,False,missing features
417,C-cdb4d0,A-c222ab,05-10-2024,support,0.0,False,False,False,
418,C-d08588,A-e51ec7,15-01-2024,budget,0.0,False,False,False,too expensive
419,C-1eead2,A-5790f4,26-12-2024,support,51.18,True,False,False,too expensive
420,C-9b6151,A-2bc93d,15-08-2024,competitor,99.1,False,False,True,switched to competitor
421,C-cfb464,A-eb2fdc,26-05-2024,competitor,0.0,False,False,False,missing features
422,C-249af9,A-ac14bb,29-08-2024,pricing,128.79,False,False,False,switched to competitor
423,C-193426,A-7988d1,24-12-2024,unknown,0.0,False,False,False,missing features
424,C-6a6704,A-180abf,08-05-2024,support,0.0,False,False,False,switched to competitor
425,C-e41103,A-180abf,04-05-2024,competitor,0.0,False,False,False,
426,C-53546c,A-e61e98,19-10-2024,features,0.0,False,True,False,switched to competitor
427,C-f6f8a5,A-2d1036,28-10-2024,pricing,39.09,True,False,True,switched to competitor
428,C-551bc8,A-87aa7b,07-06-2024,budget,0.0,False,False,False,
429,C-31a49a,A-9123ac,05-04-2024,support,0.0,True,False,True,too expensive
430,C-ef2329,A-0f6450,30-12-2024,competitor,0.0,False,True,False,
431,C-88877a,A-313be3,09-12-2023,competitor,0.0,True,False,False,
432,C-28085c,A-4bfa33,21-12-2024,budget,92.5,False,False,False,
433,C-5f203c,A-80eeb6,09-02-2024,budget,0.0,False,False,False,too expensive
434,C-a6d0e1,A-b179bf,05-12-2024,features,0.0,False,False,False,missing features
435,C-95a18e,A-241e75,19-12-2024,features,0.0,True,False,False,switched to competitor
436,C-b0b16c,A-ae052e,14-12-2024,competitor,0.0,False,False,False,too expensive
437,C-dfe189,A-05f0e5,25-11-2024,features,72.19,True,False,False,
438,C-9fe257,A-157070,27-12-2024,features,0.0,False,False,False,too expensive
439,C-c1bc7e,A-993085,20-09-2023,features,0.0,False,False,False,
440,C-27e9c1,A-c16b88,01-06-2024,competitor,0.0,True,False,False,switched to competitor
441,C-8f8593,A-05d3b3,09-09-2024,unknown,0.0,False,False,False,switched to competitor
442,C-9775db,A-331424,21-02-2024,competitor,0.0,False,False,False,switched to competitor
443,C-3efa9b,A-cdf020,07-11-2024,support,0.0,False,False,True,too expensive
444,C-917c1d,A-39868b,24-05-2024,budget,0.0,True,False,True,too expensive
445,C-2d659a,A-72799b,05-05-2024,pricing,0.0,True,False,False,switched to competitor
446,C-5d9db3,A-39868b,06-05-2024,unknown,0.0,False,False,False,
447,C-0c829f,A-c7ffc2,15-04-2023,budget,0.0,False,False,False,too expensive
448,C-83b55f,A-5790f4,25-12-2024,features,392.92,False,False,False,switched to competitor
449,C-fa6149,A-3d957b,05-05-2024,budget,0.0,False,False,False,too expensive
450,C-76d762,A-51ec1b,09-12-2023,unknown,0.0,True,False,True,too expensive
451,C-4b071b,A-118d55,25-11-2024,unknown,0.0,True,True,False,missing features
452,C-b3431e,A-e3bd71,30-12-2023,support,0.0,False,True,False,switched to competitor
453,C-9a1ccc,A-b2af2e,14-11-2024,pricing,0.0,False,False,False,
454,C-cb924b,A-089363,27-11-2023,pricing,0.0,False,False,False,switched to competitor
455,C-a47d71,A-f51f16,07-07-2024,features,0.0,False,False,False,switched to competitor
456,C-33c706,A-ffdfd5,08-08-2024,features,0.0,False,False,False,missing features
457,C-901c1a,A-425e76,10-08-2023,competitor,0.0,False,False,False,too expensive
458,C-481838,A-af0cd2,26-10-2023,unknown,0.0,False,True,False,switched to competitor
459,C-ff002d,A-8ed5dd,02-11-2024,unknown,0.0,False,False,False,
460,C-1cf079,A-354f12,19-09-2024,competitor,0.0,False,True,False,missing features
461,C-f17b79,A-65c341,07-03-2024,support,0.0,False,False,False,too expensive
462,C-020446,A-0cc442,06-10-2024,unknown,0.0,True,False,True,switched to competitor
463,C-9f95d3,A-157070,06-01-2024,features,0.0,False,False,False,too expensive
464,C-54993f,A-c43359,19-12-2024,support,8.92,False,False,False,missing features
465,C-75ddda,A-425e76,25-12-2023,competitor,0.0,False,False,False,too expensive
466,C-d7ded6,A-e888d1,29-11-2024,features,6.38,False,False,False,switched to competitor
467,C-ba8af4,A-bb3bd4,30-06-2024,unknown,0.0,False,False,False,missing features
468,C-811879,A-ad64c6,29-07-2024,unknown,0.0,True,False,False,
469,C-6736e4,A-3be56b,10-01-2024,competitor,0.0,True,False,False,
470,C-0f75be,A-0baac2,18-10-2024,features,30.73,False,False,False,too expensive
471,C-59d7bd,A-0f3e88,11-08-2024,budget,0.0,False,False,False,missing features
472,C-d0f6d8,A-6e7827,19-09-2023,support,0.0,False,False,False,switched to competitor
473,C-9c899e,A-1e1b80,14-10-2024,competitor,0.0,False,False,False,
474,C-fad4d3,A-d77f4c,03-12-2024,unknown,0.0,False,False,False,too expensive
475,C-07ec1f,A-bbc346,03-11-2024,competitor,15.46,False,False,False,switched to competitor
476,C-156544,A-d42431,12-10-2024,budget,17.42,True,False,False,switched to competitor
477,C-e11abb,A-cc102e,25-04-2024,unknown,50.06,False,False,False,switched to competitor
478,C-d85c26,A-42e5e1,04-10-2024,pricing,0.0,False,False,True,too expensive
479,C-d28d0e,A-1e1b80,04-10-2023,competitor,0.0,False,False,False,missing features
480,C-3bf203,A-e19ff6,27-06-2024,competitor,0.0,False,False,False,switched to competitor
481,C-326d32,A-34d880,20-12-2024,unknown,10.4,False,False,False,missing features
482,C-44918f,A-9208f0,15-09-2024,unknown,0.0,True,False,True,too expensive
483,C-cf246e,A-7f6b86,10-07-2024,pricing,5.27,False,False,False,
484,C-e20cc6,A-cc102e,19-11-2024,pricing,0.0,False,False,False,too expensive
485,C-1f4cc0,A-56962b,26-08-2024,pricing,0.0,True,False,False,
486,C-0d470e,A-7a0d69,29-12-2024,budget,0.0,True,False,False,
487,C-562e14,A-c16cf7,08-11-2024,budget,0.0,True,False,False,
488,C-06b32c,A-2ebb4b,19-08-2023,pricing,0.0,False,False,False,missing features
489,C-4bbb74,A-c37cab,16-11-2024,competitor,0.0,False,False,False,missing features
490,C-8e5c25,A-9b9fe9,27-12-2023,features,27.92,False,False,False,too expensive
491,C-8a2d9d,A-0651a4,22-11-2024,features,0.0,False,True,False,missing features
492,C-d39666,A-3b37d9,26-12-2023,budget,0.0,False,False,False,
493,C-ed4dcb,A-5a3eb9,12-06-2024,competitor,58.37,False,False,False,missing features
494,C-105c4c,A-0a62f5,07-12-2024,budget,21.95,False,True,False,
495,C-c3b1e4,A-df1e44,17-10-2024,budget,0.0,False,False,False,too expensive
496,C-b6997d,A-4ae22a,20-07-2024,pricing,0.0,False,False,False,
497,C-36d17e,A-ac85cd,13-12-2024,pricing,102.39,False,False,True,
498,C-5cfad3,A-bece89,16-12-2023,budget,56.15,False,False,False,missing features
499,C-56b504,A-ef84cf,14-08-2024,unknown,18.81,False,False,True,switched to competitor
500,C-2bf465,A-84ebe4,20-01-2024,support,0.0,False,False,False,missing features
501,C-54ce4f,A-6dee43,14-01-2024,pricing,143.8,False,False,False,switched to competitor
502,C-bb53cb,A-94f8c9,02-05-2024,budget,0.0,False,False,False,
503,C-c4e0b8,A-b179bf,31-10-2024,support,0.0,False,False,False,too expensive
504,C-ba801a,A-7cfe77,09-09-2024,unknown,0.0,False,True,False,
505,C-1f8fd5,A-e351e1,04-12-2024,support,0.0,True,True,True,
506,C-f477c9,A-3f9cc0,18-07-2024,pricing,0.0,False,False,False,too expensive
507,C-4b854f,A-ef84cf,28-09-2024,pricing,0.0,True,False,True,too expensive
508,C-1124ed,A-439b2f,02-08-2024,pricing,17.06,False,False,True,
509,C-370962,A-075038,05-09-2024,features,6.38,False,False,False,
510,C-cc90be,A-d82ef9,06-08-2024,budget,74.94,False,False,False,switched to competitor
511,C-89af4e,A-d77f4c,06-08-2024,budget,0.0,False,True,False,too expensive
512,C-e73b7f,A-e1462e,05-10-2023,support,0.0,False,False,True,too expensive
513,C-5e0998,A-faa28c,24-05-2024,features,0.0,False,False,False,missing features
514,C-09b7c7,A-08e34e,01-09-2024,features,3.57,False,False,False,missing features
515,C-2299d7,A-fd7ad3,23-11-2024,support,0.0,False,False,False,too expensive
516,C-67d3e1,A-86fc1d,12-08-2024,support,0.0,True,False,False,
517,C-ca5f4b,A-832ec2,15-09-2024,pricing,0.0,True,False,False,switched to competitor
518,C-0340b2,A-029f69,31-10-2024,competitor,0.0,False,False,False,switched to competitor
519,C-5368b0,A-e83938,11-08-2024,pricing,0.0,False,False,False,switched to competitor
520,C-ca81a1,A-ccc747,02-09-2024,competitor,0.0,False,False,False,switched to competitor
521,C-ad7ea3,A-8145a0,12-07-2023,features,0.0,False,False,False,missing features
522,C-864169,A-526d93,05-08-2024,support,6.77,False,False,False,switched to competitor
523,C-488b42,A-1b707d,21-07-2023,competitor,0.0,False,False,True,missing features
524,C-ce47da,A-cc102e,19-11-2024,pricing,61.1,False,False,False,switched to competitor
525,C-fb2a95,A-902ef7,26-09-2024,pricing,0.0,False,False,False,too expensive
526,C-8d834b,A-798a3f,19-07-2024,support,0.0,False,False,False,
527,C-9e8172,A-ad64c6,03-07-2024,support,19.08,False,False,False,missing features
528,C-474d36,A-6f50ae,26-02-2024,features,0.0,False,False,True,
529,C-b7e6ac,A-9208f0,24-05-2024,budget,66.37,False,False,False,too expensive
530,C-ffc2b8,A-0354fe,15-11-2024,unknown,0.0,False,False,False,switched to competitor
531,C-a1bcf0,A-5ed98d,27-09-2024,features,0.0,False,False,False,missing features
532,C-675c0a,A-a09355,18-10-2024,support,135.11,False,False,False,
533,C-458075,A-4437e4,21-06-2024,features,0.0,False,False,False,too expensive
534,C-3003bc,A-c58f49,03-09-2024,unknown,152.36,False,False,False,too expensive
535,C-6ac144,A-6f50ae,06-11-2023,unknown,0.0,False,False,False,missing features
536,C-9bb1b6,A-5ed98d,02-10-2024,competitor,0.0,False,True,False,missing features
537,C-07fd6b,A-e351e1,30-10-2024,unknown,113.84,False,True,False,missing features
538,C-2e2f04,A-2d1036,19-10-2024,budget,0.0,True,False,False,missing features
539,C-2fc9c4,A-b30291,03-09-2024,competitor,277.54,False,True,False,too expensive
540,C-109d03,A-1f0ac7,08-11-2024,support,0.0,True,False,False,missing features
541,C-af7968,A-712426,21-11-2024,pricing,0.0,True,False,False,missing features
542,C-785e8e,A-f25509,10-11-2024,features,0.0,False,False,False,
543,C-2886ac,A-bcbe98,25-11-2024,competitor,0.0,False,False,False,missing features
544,C-a40fa4,A-4c6f11,29-06-2024,competitor,0.0,False,False,False,too expensive
545,C-965d90,A-df10db,19-05-2024,competitor,0.0,False,False,False,missing features
546,C-6a6ed3,A-c1dfe1,21-09-2023,pricing,0.0,True,False,False,missing features
547,C-9c89ca,A-3a7284,26-12-2024,unknown,0.0,False,False,False,missing features
548,C-1dce6d,A-751c58,16-12-2024,budget,0.0,False,False,False,too expensive
549,C-0d5e99,A-68f37c,29-06-2024,unknown,0.0,False,False,True,too expensive
550,C-05bc56,A-533452,17-11-2024,features,0.0,False,True,True,missing features
551,C-887a83,A-0baac2,15-07-2024,unknown,0.0,True,False,False,missing features
552,C-84f039,A-b7724f,01-01-2024,support,78.25,True,False,False,missing features
553,C-aad0f7,A-0dbdc6,26-11-2023,support,0.0,False,True,False,missing features
554,C-6ab303,A-4c6f11,18-10-2024,competitor,0.0,False,False,False,too expensive
555,C-4a3e8e,A-54ecc2,23-11-2024,support,0.0,True,False,False,
556,C-f67026,A-b7ef83,24-07-2024,budget,60.25,True,False,False,missing features
557,C-c6f6fe,A-922109,17-12-2024,support,0.0,False,False,False,
558,C-374d5d,A-c43359,12-12-2024,unknown,0.0,True,False,False,too expensive
559,C-8ae2f5,A-f25509,17-05-2024,features,0.0,False,False,True,
560,C-c66a6c,A-02cd81,30-04-2024,pricing,0.0,False,False,False,
561,C-7007f0,A-67be94,28-05-2024,support,74.55,False,False,False,missing features
562,C-b411ad,A-ba6516,17-03-2024,budget,0.0,False,False,False,
563,C-ca1379,A-ee42db,12-11-2024,unknown,23.52,False,False,False,
564,C-615769,A-ccb686,08-11-2024,unknown,0.0,False,False,False,switched to competitor
565,C-db2e8d,A-b7724f,25-08-2023,unknown,52.88,False,False,False,missing features
566,C-ed73ea,A-5a3eb9,14-04-2024,features,0.0,True,False,False,
567,C-e20d30,A-fd7ad3,31-12-2024,unknown,0.0,True,False,False,
568,C-e42d29,A-a865bd,26-11-2023,unknown,0.0,False,False,False,missing features
569,C-cd8fba,A-b7ef83,01-06-2024,unknown,0.0,False,False,True,too expensive
570,C-2de339,A-e83938,29-12-2024,budget,13.5,False,False,False,
571,C-ec714a,A-533452,16-12-2024,support,15.23,False,False,False,missing features
572,C-a6aa23,A-ee42db,13-10-2023,support,0.0,False,True,False,missing features
573,C-3b4085,A-4f18f0,27-05-2024,features,0.0,True,False,False,
574,C-437da0,A-f6b2fb,11-07-2024,support,0.0,True,False,False,
575,C-92da55,A-d26ab4,26-12-2024,pricing,86.02,False,False,False,too expensive
576,C-307676,A-05f0e5,14-01-2024,unknown,0.0,True,False,False,missing features
577,C-22d30d,A-d3c88e,18-11-2024,support,0.0,False,False,False,too expensive
578,C-a4a4a7,A-104f1a,09-09-2024,features,0.0,False,False,False,switched to competitor
579,C-16ddba,A-b2225d,16-05-2024,support,0.0,True,False,False,switched to competitor
580,C-e8f3f5,A-5790f4,31-12-2024,competitor,0.0,True,False,False,too expensive
581,C-6b9663,A-104f1a,11-12-2024,unknown,0.0,False,False,False,missing features
582,C-65cff3,A-ccc747,07-08-2024,budget,104.25,True,False,False,
583,C-a860c5,A-5f7781,25-12-2024,pricing,0.0,False,False,False,
584,C-37929d,A-e1b9cd,01-10-2024,unknown,0.0,False,False,False,switched to competitor
585,C-efe5bb,A-7988d1,06-01-2024,budget,0.0,False,False,False,too expensive
586,C-248550,A-2922b6,25-12-2024,competitor,0.0,False,False,False,missing features
587,C-38ef8e,A-0baac2,30-09-2024,pricing,0.0,False,False,False,too expensive
588,C-885a34,A-71615e,16-07-2024,pricing,0.0,True,False,False,missing features
589,C-c4582f,A-9f0b68,01-11-2024,pricing,0.0,True,False,False,
590,C-370175,A-9779ad,03-08-2024,competitor,0.0,False,False,False,missing features
591,C-a529cf,A-bb3bd4,30-05-2024,pricing,0.0,True,False,False,missing features
592,C-cc0058,A-f3ff05,20-10-2024,unknown,0.0,False,False,False,too expensive
593,C-ae47d1,A-425e76,22-10-2024,competitor,0.0,False,False,False,switched to competitor
594,C-59499c,A-fd7ad3,12-11-2024,pricing,70.03,False,False,False,switched to competitor
595,C-b56a35,A-702032,14-06-2024,competitor,0.0,False,False,False,switched to competitor
596,C-7e7822,A-dbc825,03-02-2024,budget,0.0,False,False,False,
597,C-484fba,A-0a282f,31-12-2024,support,62.66,False,True,False,too expensive
598,C-22f536,A-e5d6ab,11-05-2024,competitor,0.0,True,False,False,
599,C-5e0b68,A-1f559b,28-09-2024,features,0.0,False,False,False,
601,C-000001,A-5790f4,26-12-2024,support,51.18,True,False,False,
602,C-000002,A-b7724f,25-08-2023,unknown,52.88,False,False,False,missing features
604,C-000003,A-bb1eaa,15-08-2024,pricing,0.0,False,True,False,too expensive
606,C-c89493,A-3ce5b8,18-09-2024,features,261.49,False,False,False,
607,C-000004,A-3be56b,10-01-2024,competitor,0.0,True,False,False,
609,C-000005,A-b54c01,23-10-2024,budget,0.0,True,False,False,too expensive
610,C-000006,A-8e47ca,01-06-2024,competitor,0.0,False,False,False,missing features
611,C-000007,A-bf7919,17-12-2024,features,0.0,False,True,False,
614,C-000008,A-65aeb5,02-12-2024,budget,0.0,True,False,True,missing features
615,C-000009,A-84ebe4,05-01-2024,budget,0.0,False,False,False,switched to competitor
619,C-00000c,A-c222ab,14-06-2024,budget,4.52,False,False,False,
620,C-00000d,A-b07346,12-11-2024,budget,0.0,False,False,False,missing features
621,C-00000e,A-0baac2,30-09-2024,pricing,0.0,False,False,False,too expensive
624,C-000011,A-7988d1,19-06-2024,competitor,16.89,False,False,False,too expensive
625,C-000012,A-b30291,03-09-2024,competitor,277.54,False,True,False,too expensive
626,C-000013,A-098560,04-09-2024,pricing,0.0,False,False,False,too expensive
628,C-000015,A-b7ef83,24-07-2024,budget,60.25,True,False,False,
630,C-000017,A-702032,14-06-2024,competitor,0.0,False,False,False,switched to competitor
632,C-000018,A-31ab9a,23-09-2024,competitor,0.0,False,False,True,too expensive
635,C-00001a,A-b2af2e,14-11-2024,pricing,0.0,False,False,False,
636,C-70de89,A-039727,22-12-2024,pricing,46.49,False,False,False,
638,C-00001c,A-05d3b3,09-09-2024,unknown,0.0,False,False,False,switched to competitor
639,C-00001d,A-4e0e85,16-11-2023,competitor,0.0,False,True,False,too expensive
640,C-00001e,A-dfbd31,01-01-2024,features,0.0,True,False,False,
642,C-000020,A-3f9cc0,18-07-2024,pricing,0.0,False,False,False,
643,C-000021,A-e83938,29-12-2024,budget,13.5,False,False,False,
644,C-000022,A-0a282f,06-10-2024,features,0.0,False,False,False,switched to competitor
651,C-000025,A-ab438f,02-12-2024,budget,0.0,True,True,False,
653,C-000026,A-54ecc2,23-11-2024,support,0.0,True,False,False,
654,C-a529cf,A-bb3bd4,30-05-2024,pricing,0.0,True,False,False,
655,C-000027,A-038089,21-10-2024,competitor,0.0,False,False,False,
658,C-000029,A-53f4e3,06-12-2024,competitor,0.0,False,True,True,too expensive
