,subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
587,S-d1350e,A-6c093d,27-07-2024,Ongoing,Enterprise,61,12139.0,145668.0,False,False,False,False,annual,True
588,S-e76e80,A-832ec2,02-01-2024,Ongoing,Basic,25,0.0,0.0,True,False,False,False,monthly,True
589,S-f4097a,A-faa28c,06-06-2024,Ongoing,Enterprise,48,9552.0,114624.0,False,False,False,False,monthly,False
590,S-d4f02f,A-342303,10-07-2024,Ongoing,Pro,28,1372.0,16464.0,False,False,False,False,annual,True
591,S-bf3403,A-0cc442,10-11-2024,Ongoing,Enterprise,45,8955.0,107460.0,False,False,False,False,annual,False
592,S-0a83cc,A-d922bf,16-02-2024,Ongoing,Basic,5,0.0,0.0,True,False,False,False,annual,True
593,S-1a9fb7,A-b30291,04-06-2024,Ongoing,Enterprise,16,3184.0,38208.0,False,False,False,False,monthly,True
594,S-1a3627,A-86fc1d,31-12-2024,Ongoing,Basic,26,0.0,0.0,True,False,False,False,monthly,True
595,S-93f835,A-5a215a,11-02-2024,Ongoing,Pro,87,4263.0,51156.0,False,True,False,False,monthly,True
596,S-75e469,A-b78bf8,28-12-2024,Ongoing,Pro,33,1617.0,19404.0,False,False,False,False,monthly,True
597,S-409291,A-3932db,29-10-2024,Ongoing,Pro,36,1764.0,21168.0,False,False,False,False,annual,True
598,S-41cdf0,A-68f37c,15-08-2023,03-11-2023,Pro,17,0.0,0.0,True,True,False,True,monthly,True
599,S-5be27b,A-5b4ebb,18-10-2024,Ongoing,Enterprise,21,4179.0,50148.0,False,False,False,False,annual,True
600,S-8f7c91,A-ccb686,11-12-2024,Ongoing,Basic,11,209.0,2508.0,False,False,False,False,annual,True
601,S-aaed3e,A-e6afc1,18-12-2024,Ongoing,Pro,9,0.0,0.0,True,False,False,False,monthly,False
602,S-4fdfa3,A-5a3eb9,09-11-2024,Ongoing,Enterprise,18,3582.0,42984.0,False,False,False,False,monthly,True
603,S-f421c8,A-9badbd,29-06-2024,Ongoing,Basic,28,532.0,6384.0,False,False,False,False,annual,True
604,S-34553e,A-d49cc5,25-06-2024,Ongoing,Basic,50,950.0,11400.0,False,False,False,False,annual,False
605,S-e6a17a,A-039727,19-12-2024,30-12-2024,Enterprise,25,4975.0,59700.0,False,True,False,True,annual,True
606,S-9d36ff,A-2e3bad,11-03-2024,Ongoing,Enterprise,61,0.0,0.0,True,False,False,False,monthly,True
607,S-583ae2,A-726cfa,05-01-2024,Ongoing,Basic,17,323.0,3876.0,False,False,False,False,annual,False
608,S-e162d0,A-503d5a,18-12-2023,Ongoing,Basic,19,0.0,0.0,True,False,False,False,monthly,True
609,S-96383d,A-39ddf4,29-12-2024,Ongoing,Enterprise,40,7960.0,95520.0,False,False,False,False,annual,True
610,S-f0ad87,A-acb7f7,13-10-2024,Ongoing,Basic,32,0.0,0.0,True,False,False,False,annual,False
611,S-d619ad,A-bc4d48,29-06-2024,Ongoing,Pro,35,0.0,0.0,True,False,False,False,monthly,True
612,S-d65491,A-186a44,17-12-2024,Ongoing,Pro,20,0.0,0.0,True,False,False,False,annual,True
613,S-34cc51,A-118d55,21-11-2024,Ongoing,Basic,15,285.0,3420.0,False,False,False,False,annual,False
614,S-e4ba87,A-e40f45,23-05-2024,Ongoing,Basic,27,513.0,6156.0,False,False,False,False,annual,True
615,S-709484,A-bcf664,22-08-2024,Ongoing,Pro,8,392.0,4704.0,False,False,False,False,annual,True
616,S-631547,A-d82ef9,28-11-2024,Ongoing,Basic,26,0.0,0.0,True,False,False,False,annual,False
617,S-d7e65d,A-5a92e7,30-08-2024,Ongoing,Pro,20,980.0,11760.0,False,False,False,False,monthly,True
618,S-f32440,A-0a282f,06-10-2024,Ongoing,Basic,40,760.0,9120.0,False,False,False,False,monthly,True
619,S-44d025,A-d4ac0e,29-11-2024,Ongoing,Pro,18,882.0,10584.0,False,False,False,False,annual,True
620,S-e3a257,A-84ebe4,14-02-2024,Ongoing,Pro,18,882.0,10584.0,False,False,False,False,annual,True
621,S-6e0562,A-9bfc9f,15-03-2024,Ongoing,Pro,53,2597.0,31164.0,False,False,False,False,annual,True
622,S-11d378,A-f51f16,18-02-2024,Ongoing,Basic,24,456.0,5472.0,False,True,False,False,monthly,True
623,S-a69559,A-cd458b,25-08-2024,Ongoing,Basic,10,190.0,2280.0,False,False,False,False,monthly,False
624,S-984423,A-96e141,21-08-2024,Ongoing,Enterprise,25,4975.0,59700.0,False,False,False,False,monthly,True
625,S-49e3e5,A-6e7827,11-06-2023,Ongoing,Basic,9,171.0,2052.0,False,True,False,False,monthly,True
626,S-0b6e58,A-1e1b80,05-07-2024,Ongoing,Enterprise,50,9950.0,119400.0,False,False,False,False,annual,False
627,S-16ef7a,A-751c58,16-12-2024,Ongoing,Basic,16,0.0,0.0,True,False,False,False,monthly,True
628,S-3fb291,A-f51f16,06-05-2024,Ongoing,Enterprise,39,7761.0,93132.0,False,False,False,False,annual,True
629,S-f6cd70,A-2ebb4b,14-10-2023,Ongoing,Pro,41,2009.0,24108.0,False,False,False,False,annual,True
630,S-e7d026,A-0aaf6e,25-12-2024,Ongoing,Enterprise,88,17512.0,210144.0,False,False,False,False,annual,True
631,S-c2fd82,A-84ebe4,29-06-2024,06-11-2024,Enterprise,82,0.0,0.0,True,False,False,True,monthly,True
632,S-38131a,A-aa9511,13-04-2024,Ongoing,Enterprise,23,0.0,0.0,True,False,False,False,monthly,True
633,S-aa3a36,A-ccc747,13-05-2024,Ongoing,Enterprise,16,0.0,0.0,True,True,False,False,monthly,False
634,S-46eb1c,A-089363,13-10-2024,Ongoing,Basic,11,209.0,2508.0,False,False,False,False,annual,False
635,S-6ed77d,A-fe79a5,22-05-2024,Ongoing,Enterprise,9,1791.0,21492.0,False,False,False,False,monthly,True
636,S-f72b84,A-f44180,22-06-2024,Ongoing,Pro,9,441.0,5292.0,False,False,False,False,monthly,True
637,S-0f0d3a,A-ad296b,16-11-2024,20-11-2024,Basic,38,722.0,8664.0,False,False,False,True,annual,True
638,S-05b080,A-b9eed8,21-06-2024,Ongoing,Basic,11,209.0,2508.0,False,False,False,False,monthly,True
639,S-bae2c4,A-bb1486,25-12-2024,Ongoing,Pro,67,3283.0,39396.0,False,False,False,False,annual,True
640,S-8ca9f0,A-e693b6,01-09-2024,06-09-2024,Basic,55,1045.0,12540.0,False,False,False,True,annual,True
641,S-33eb1d,A-02fac6,20-09-2024,Ongoing,Enterprise,22,4378.0,52536.0,False,False,False,False,annual,False
642,S-45baac,A-1d5444,31-05-2024,Ongoing,Enterprise,24,4776.0,57312.0,False,False,False,False,monthly,False
643,S-e9dc6e,A-4437e4,15-08-2024,Ongoing,Pro,38,1862.0,22344.0,False,False,False,False,annual,True
644,S-871e83,A-8adedc,21-03-2024,Ongoing,Enterprise,14,2786.0,33432.0,False,False,False,False,annual,True
645,S-88a47f,A-4437e4,23-12-2024,Ongoing,Basic,9,171.0,2052.0,False,False,False,False,annual,True
646,S-9714fa,A-158f4e,19-02-2024,Ongoing,Pro,61,2989.0,35868.0,False,False,False,False,annual,True
647,S-c77c84,A-0be015,31-12-2024,Ongoing,Basic,19,0.0,0.0,True,False,False,False,monthly,False
648,S-86d360,A-b48f73,23-11-2024,Ongoing,Basic,80,1520.0,18240.0,False,False,False,False,monthly,True
649,S-c15fcc,A-fd9422,25-08-2024,02-10-2024,Basic,58,1102.0,13224.0,False,False,False,True,monthly,False
650,S-b0ed51,A-98a59a,08-08-2024,Ongoing,Enterprise,56,11144.0,133728.0,False,False,False,False,monthly,False
651,S-2e7756,A-b7b7b7,27-08-2024,Ongoing,Pro,67,3283.0,39396.0,False,False,False,False,annual,True
652,S-2fe253,A-1f0636,28-02-2024,30-10-2024,Pro,105,0.0,0.0,True,False,False,True,annual,True
653,S-a575f5,A-039727,09-12-2024,Ongoing,Basic,25,475.0,5700.0,False,False,False,False,annual,True
654,S-39bb68,A-d40bf7,23-11-2024,Ongoing,Basic,59,1121.0,13452.0,False,False,False,False,monthly,True
655,S-7685a3,A-6da850,05-08-2024,Ongoing,Basic,18,0.0,0.0,True,True,False,False,monthly,True
656,S-712f3a,A-eb1312,20-11-2024,26-12-2024,Basic,25,475.0,5700.0,False,False,False,True,monthly,True
657,S-dfa4c8,A-eb7fac,21-01-2024,22-04-2024,Pro,7,343.0,4116.0,False,False,False,True,annual,True
658,S-f3dd83,A-00bed1,28-08-2024,Ongoing,Enterprise,28,0.0,0.0,True,False,False,False,monthly,True
659,S-a900c2,A-4c56c9,22-12-2024,Ongoing,Enterprise,24,4776.0,57312.0,False,False,False,False,annual,False
660,S-302856,A-e1b9cd,24-05-2023,25-08-2024,Basic,40,760.0,9120.0,False,False,False,True,annual,True
661,S-51b668,A-82d8a6,28-12-2024,Ongoing,Basic,30,570.0,6840.0,False,False,False,False,monthly,True
662,S-310ae0,A-58b9ff,13-09-2024,01-10-2024,Enterprise,2,398.0,4776.0,False,False,False,True,monthly,True
663,S-21eeea,A-2b9d3e,08-11-2024,Ongoing,Pro,29,1421.0,17052.0,False,False,False,False,monthly,True
664,S-7b9b62,A-cb5333,17-09-2024,Ongoing,Pro,33,1617.0,19404.0,False,False,False,False,monthly,False
665,S-799da2,A-95b24a,27-06-2024,Ongoing,Pro,38,1862.0,22344.0,False,False,False,False,monthly,True
666,S-e82bdc,A-4c38bc,17-03-2024,Ongoing,Basic,36,684.0,8208.0,False,False,False,False,annual,True
667,S-879b43,A-3cc791,26-03-2024,Ongoing,Enterprise,6,1194.0,14328.0,False,False,False,False,monthly,True
668,S-6fd24b,A-7988d1,19-08-2024,Ongoing,Enterprise,33,6567.0,78804.0,False,False,False,False,monthly,True
669,S-d2e00a,A-4c56c9,17-09-2024,Ongoing,Enterprise,9,1791.0,21492.0,False,False,False,False,monthly,True
670,S-a916cb,A-eb7c38,28-10-2024,Ongoing,Enterprise,35,6965.0,83580.0,False,False,False,False,monthly,True
671,S-3fe1c3,A-0158bb,23-10-2024,Ongoing,Enterprise,20,0.0,0.0,True,False,False,False,monthly,True
672,S-dccf50,A-a09355,28-11-2024,Ongoing,Enterprise,23,4577.0,54924.0,False,False,False,False,annual,False
673,S-023f3c,A-b9eed8,16-03-2024,Ongoing,Enterprise,15,2985.0,35820.0,False,False,False,False,annual,False
674,S-c35f78,A-95b24a,11-10-2024,Ongoing,Pro,38,0.0,0.0,True,True,False,False,annual,True
675,S-eb15a1,A-2edab2,30-11-2024,Ongoing,Enterprise,17,3383.0,40596.0,False,False,False,False,monthly,True
676,S-079321,A-e1462e,27-07-2023,Ongoing,Pro,15,735.0,8820.0,False,False,False,False,annual,False
677,S-c25263,A-c7ffc2,22-09-2023,Ongoing,Basic,30,570.0,6840.0,False,True,False,False,annual,True
678,S-a86344,A-00bed1,18-08-2024,Ongoing,Pro,36,1764.0,21168.0,False,True,False,False,annual,True
679,S-4cdee1,A-8b25f2,19-02-2024,Ongoing,Enterprise,20,0.0,0.0,True,False,False,False,monthly,True
680,S-381c99,A-e7a1e2,03-11-2024,Ongoing,Basic,3,57.0,684.0,False,False,False,False,monthly,True
681,S-8e719f,A-4437e4,16-08-2024,Ongoing,Basic,11,209.0,2508.0,False,False,False,False,annual,True
682,S-d111f5,A-f03140,25-05-2024,Ongoing,Basic,27,513.0,6156.0,False,False,False,False,monthly,True
683,S-82484b,A-cab532,22-11-2024,Ongoing,Pro,21,1029.0,12348.0,False,False,False,False,annual,True
684,S-891eb4,A-716841,20-09-2024,Ongoing,Pro,45,2205.0,26460.0,False,False,False,False,annual,True
685,S-4e3e04,A-883b7d,16-08-2024,Ongoing,Enterprise,17,3383.0,40596.0,False,False,False,False,annual,False
686,S-7679b6,A-7f29a7,14-10-2024,Ongoing,Pro,41,2009.0,24108.0,False,False,False,False,annual,False
687,S-de9ce0,A-faa28c,06-08-2024,26-12-2024,Enterprise,48,9552.0,114624.0,False,False,False,True,annual,True
688,S-37d13a,A-029f69,11-08-2024,Ongoing,Enterprise,15,0.0,0.0,True,False,False,False,annual,True
689,S-7d0dea,A-69b156,16-11-2024,Ongoing,Pro,7,0.0,0.0,True,False,True,False,monthly,True
690,S-83c56d,A-716841,13-12-2024,Ongoing,Enterprise,45,8955.0,107460.0,False,False,False,False,monthly,True
691,S-5ee117,A-f5641b,25-07-2024,Ongoing,Pro,31,1519.0,18228.0,False,False,False,False,monthly,True
692,S-5e572d,A-94f8c9,16-07-2024,Ongoing,Enterprise,13,2587.0,31044.0,False,False,False,False,annual,False
693,S-7b29d1,A-80eeb6,19-04-2024,Ongoing,Enterprise,65,12935.0,155220.0,False,False,False,False,monthly,True
694,S-ff79f7,A-726cfa,02-08-2024,Ongoing,Enterprise,19,3781.0,45372.0,False,False,False,False,monthly,True
695,S-bb82ac,A-e19ff6,29-10-2023,Ongoing,Basic,38,722.0,8664.0,False,False,False,False,annual,True
696,S-b21a0b,A-b7ef83,29-10-2024,Ongoing,Pro,17,833.0,9996.0,False,False,False,False,monthly,True
697,S-711820,A-08e34e,02-09-2024,Ongoing,Basic,49,931.0,11172.0,False,False,False,False,annual,False
698,S-22365f,A-05f0e5,11-06-2023,Ongoing,Enterprise,32,6368.0,76416.0,False,False,False,False,annual,True
699,S-f0d2fd,A-19b2c8,20-07-2024,Ongoing,Enterprise,28,5572.0,66864.0,False,False,False,False,annual,True
700,S-f225d0,A-d4ac0e,19-05-2024,Ongoing,Basic,18,342.0,4104.0,False,False,False,False,annual,True
701,S-a10eb2,A-3c1a3f,31-08-2023,Ongoing,Basic,45,0.0,0.0,True,False,False,False,annual,False
702,S-78ffdd,A-503d5a,07-11-2023,Ongoing,Enterprise,12,2388.0,28656.0,False,False,False,False,monthly,True
703,S-97a010,A-dcc3f1,22-03-2024,Ongoing,Enterprise,21,0.0,0.0,True,False,False,False,monthly,True
704,S-7785af,A-a1b80b,28-03-2024,Ongoing,Enterprise,16,3184.0,38208.0,False,True,False,False,monthly,False
705,S-120ae3,A-781cc0,24-09-2024,Ongoing,Basic,34,646.0,7752.0,False,False,False,False,annual,True
706,S-37b59a,A-2d1036,24-09-2024,18-12-2024,Pro,69,3381.0,40572.0,False,False,False,True,annual,True
707,S-f36371,A-34d880,22-07-2024,Ongoing,Enterprise,35,6965.0,83580.0,False,False,False,False,monthly,False
708,S-329a60,A-c16cf7,24-10-2024,Ongoing,Basic,84,1596.0,19152.0,False,False,False,False,annual,True
709,S-5ca11a,A-309e54,26-12-2024,Ongoing,Enterprise,48,9552.0,114624.0,False,False,False,False,annual,True
710,S-c8fa77,A-56962b,28-08-2024,Ongoing,Basic,163,3097.0,37164.0,False,False,False,False,monthly,True
711,S-016b5f,A-977ca0,08-04-2024,Ongoing,Enterprise,6,0.0,0.0,True,False,False,False,monthly,True
712,S-cf2b4a,A-9f9299,30-11-2023,15-08-2024,Pro,28,1372.0,16464.0,False,False,False,True,monthly,True
713,S-6f1051,A-e98302,01-02-2024,Ongoing,Enterprise,34,6766.0,81192.0,False,False,False,False,annual,True
714,S-33db08,A-fa3095,30-12-2024,Ongoing,Basic,70,1330.0,15960.0,False,False,False,False,annual,True
715,S-4daf2d,A-297a2d,05-11-2024,Ongoing,Enterprise,27,5373.0,64476.0,False,False,False,False,annual,True
716,S-4ed997,A-d82ef9,23-10-2024,Ongoing,Pro,26,1274.0,15288.0,False,False,False,False,annual,True
717,S-8ae507,A-72799b,16-03-2024,Ongoing,Pro,20,980.0,11760.0,False,True,False,False,annual,False
718,S-3eb206,A-b179bf,24-12-2024,Ongoing,Enterprise,43,8557.0,102684.0,False,False,False,False,monthly,True
719,S-6643a2,A-331424,04-01-2024,Ongoing,Pro,11,0.0,0.0,True,False,False,False,monthly,True
720,S-41ca59,A-692f18,18-07-2024,Ongoing,Enterprise,37,7363.0,88356.0,False,False,False,False,monthly,True
721,S-720c17,A-4e0e85,16-02-2024,Ongoing,Pro,20,0.0,0.0,True,False,False,False,annual,True
722,S-afc545,A-0baac2,14-10-2024,Ongoing,Basic,33,627.0,7524.0,False,False,False,False,annual,True
723,S-5e6fc2,A-52dd88,12-12-2023,Ongoing,Basic,23,437.0,5244.0,False,False,False,False,annual,True
724,S-9dcef8,A-b30291,27-09-2024,Ongoing,Basic,41,779.0,9348.0,False,False,False,False,monthly,True
725,S-389426,A-922109,04-07-2024,Ongoing,Pro,3,147.0,1764.0,False,False,False,False,monthly,True
726,S-1131ff,A-0f7d77,01-12-2024,31-12-2024,Basic,3,0.0,0.0,True,False,False,True,monthly,True
727,S-c9da7a,A-0651a4,10-11-2024,Ongoing,Basic,16,304.0,3648.0,False,False,False,False,monthly,True
728,S-eabe72,A-5790f4,26-12-2024,Ongoing,Basic,33,627.0,7524.0,False,False,False,False,monthly,False
729,S-fffeb8,A-69fad4,17-12-2023,Ongoing,Enterprise,10,1990.0,23880.0,False,False,False,False,annual,True
730,S-92dede,A-9208f0,28-08-2023,Ongoing,Basic,4,76.0,912.0,False,False,False,False,monthly,True
731,S-8d122e,A-e6afc1,12-07-2024,Ongoing,Enterprise,16,3184.0,38208.0,False,False,False,False,monthly,True
732,S-285534,A-49b828,09-11-2024,Ongoing,Basic,13,247.0,2964.0,False,False,False,False,annual,True
733,S-1cebf9,A-dfbd31,16-10-2024,Ongoing,Pro,60,2940.0,35280.0,False,False,False,False,annual,True
734,S-36ad61,A-a09355,19-10-2024,Ongoing,Pro,14,686.0,8232.0,False,False,False,False,monthly,True
735,S-9fbee8,A-49b828,09-10-2024,Ongoing,Pro,10,490.0,5880.0,False,False,False,False,annual,True
736,S-d5d8ef,A-e51ec7,11-10-2024,Ongoing,Enterprise,83,16517.0,198204.0,False,False,False,False,monthly,False
737,S-418b7c,A-35083d,17-10-2024,Ongoing,Pro,19,931.0,11172.0,False,False,False,False,annual,True
738,S-506cbd,A-9c18c4,29-08-2023,22-02-2024,Enterprise,19,3781.0,45372.0,False,False,False,True,annual,False
739,S-ee5448,A-cc1d8d,29-12-2024,Ongoing,Basic,9,171.0,2052.0,False,False,False,False,annual,True
740,S-d32441,A-781cc0,19-09-2024,24-11-2024,Enterprise,12,2388.0,28656.0,False,False,False,True,annual,True
741,S-7f5316,A-856b1e,17-10-2024,Ongoing,Basic,19,0.0,0.0,True,False,False,False,monthly,True
742,S-bdf8bf,A-cdf020,01-12-2023,23-09-2024,Pro,31,1519.0,18228.0,False,False,False,True,monthly,True
743,S-795878,A-5b1bcd,19-03-2024,Ongoing,Enterprise,73,14527.0,174324.0,False,False,False,False,annual,True
744,S-2fc8fa,A-65a46c,10-08-2024,Ongoing,Pro,13,637.0,7644.0,False,True,False,False,monthly,False
745,S-c508b3,A-671f31,24-12-2024,Ongoing,Enterprise,59,11741.0,140892.0,False,False,False,False,annual,False
746,S-42d724,A-7a0d69,01-08-2024,Ongoing,Pro,4,0.0,0.0,True,False,False,False,annual,True
747,S-bd9394,A-039727,28-11-2024,Ongoing,Enterprise,64,0.0,0.0,True,True,False,False,annual,False
748,S-9b12da,A-702032,13-12-2024,21-12-2024,Pro,28,1372.0,16464.0,False,False,False,True,annual,True
749,S-3632aa,A-f25509,28-05-2024,Ongoing,Enterprise,32,6368.0,76416.0,False,False,False,False,monthly,True
750,S-9488ec,A-1e1b80,02-11-2023,Ongoing,Enterprise,50,9950.0,119400.0,False,False,False,False,annual,False
751,S-f40318,A-e19ff6,25-03-2024,Ongoing,Enterprise,14,0.0,0.0,True,False,False,False,annual,False
752,S-214edb,A-558c72,25-06-2024,Ongoing,Basic,77,1463.0,17556.0,False,False,False,False,monthly,True
753,S-d43a40,A-4e0e85,20-09-2024,Ongoing,Basic,15,0.0,0.0,True,False,False,False,annual,True
754,S-565c4b,A-7920cc,27-11-2023,Ongoing,Basic,39,741.0,8892.0,False,False,False,False,annual,True
755,S-1ebe39,A-0651a4,02-11-2024,Ongoing,Enterprise,19,3781.0,45372.0,False,False,False,False,annual,True
756,S-dc3bbc,A-80eeb6,18-09-2024,Ongoing,Pro,25,1225.0,14700.0,False,False,False,False,annual,True
757,S-937207,A-8bde0c,28-12-2024,Ongoing,Enterprise,12,2388.0,28656.0,False,False,False,False,monthly,True
758,S-14c8b9,A-aa9511,29-11-2023,Ongoing,Enterprise,33,6567.0,78804.0,False,False,False,False,monthly,True
759,S-fd648e,A-396e5f,29-10-2024,Ongoing,Pro,37,1813.0,21756.0,False,False,False,False,annual,False
760,S-3b3fac,A-7641d3,21-11-2024,Ongoing,Basic,10,190.0,2280.0,False,False,False,False,annual,True
761,S-561850,A-0a62f5,23-10-2024,Ongoing,Pro,16,784.0,9408.0,False,False,False,False,annual,True
762,S-2ded36,A-a1b80b,08-09-2024,Ongoing,Enterprise,16,3184.0,38208.0,False,True,False,False,annual,True
763,S-6904e6,A-39b19f,23-02-2023,Ongoing,Pro,16,784.0,9408.0,False,False,False,False,monthly,True
764,S-07f282,A-88c6ca,19-11-2024,Ongoing,Enterprise,5,995.0,11940.0,False,False,False,False,monthly,True
765,S-343743,A-2d1036,25-08-2024,Ongoing,Pro,69,3381.0,40572.0,False,False,False,False,annual,True
766,S-d92159,A-b30291,22-12-2024,Ongoing,Pro,5,245.0,2940.0,False,False,False,False,annual,True
767,S-a9916f,A-054577,18-05-2024,Ongoing,Pro,7,343.0,4116.0,False,False,False,False,annual,True
768,S-ec690c,A-328bd0,11-10-2023,Ongoing,Basic,18,342.0,4104.0,False,False,False,False,annual,True
769,S-ee2669,A-e43bf7,29-12-2024,Ongoing,Enterprise,44,8756.0,105072.0,False,False,False,False,annual,True
770,S-e6cfc1,A-1e6fc3,11-01-2024,02-04-2024,Basic,1,0.0,0.0,True,False,False,True,annual,True
771,S-195f9b,A-92a333,08-02-2024,Ongoing,Pro,14,686.0,8232.0,False,False,False,False,annual,True
772,S-704b48,A-a7bd4b,15-11-2023,10-10-2024,Enterprise,15,0.0,0.0,True,False,False,True,annual,False
773,S-a1d67e,A-bbc346,20-12-2024,Ongoing,Pro,20,980.0,11760.0,False,False,False,False,annual,False
774,S-55a3e4,A-f5641b,21-12-2024,Ongoing,Pro,31,1519.0,18228.0,False,False,False,False,annual,False
775,S-ffd591,A-157070,11-02-2024,15-04-2024,Basic,17,323.0,3876.0,False,True,False,True,monthly,True
776,S-f0972b,A-b7b7b7,02-09-2024,Ongoing,Enterprise,27,5373.0,64476.0,False,False,False,False,monthly,True
777,S-65491f,A-039727,12-11-2024,Ongoing,Pro,25,1225.0,14700.0,False,False,False,False,monthly,False
778,S-ad26e3,A-c37601,04-11-2024,09-12-2024,Pro,6,0.0,0.0,True,False,False,True,monthly,False
779,S-53fa80,A-462d45,05-08-2024,Ongoing,Enterprise,14,2786.0,33432.0,False,False,False,False,monthly,True
780,S-592443,A-c1dfe1,01-05-2024,Ongoing,Enterprise,26,5174.0,62088.0,False,False,True,False,monthly,False
781,S-6c6e91,A-2bc93d,16-04-2024,Ongoing,Pro,31,1519.0,18228.0,False,False,False,False,monthly,True
782,S-c17a35,A-1ac5e0,25-11-2024,Ongoing,Pro,33,1617.0,19404.0,False,False,False,False,monthly,False
783,S-3a79ac,A-f92792,15-11-2024,Ongoing,Basic,4,0.0,0.0,True,False,False,False,monthly,True
784,S-2f138c,A-ce66f8,27-07-2024,Ongoing,Pro,29,1421.0,17052.0,False,False,False,False,annual,True
785,S-d2b5db,A-db5e9e,09-12-2024,Ongoing,Pro,13,0.0,0.0,True,False,False,False,annual,False
786,S-b6c0a0,A-443b7c,01-11-2024,Ongoing,Basic,3,57.0,684.0,False,False,False,False,monthly,True
787,S-770018,A-149a69,14-12-2024,Ongoing,Enterprise,34,6766.0,81192.0,False,False,False,False,annual,False
788,S-18f7e5,A-2789e3,04-12-2024,Ongoing,Enterprise,30,5970.0,71640.0,False,False,False,False,annual,True
789,S-80632f,A-068fc6,06-07-2024,Ongoing,Pro,35,1715.0,20580.0,False,False,False,False,monthly,False
790,S-c0e639,A-7920cc,07-01-2024,Ongoing,Pro,50,0.0,0.0,True,False,False,False,annual,True
791,S-63606e,A-7a0d69,28-09-2024,Ongoing,Pro,4,196.0,2352.0,False,True,False,False,monthly,True
792,S-038c7d,A-712426,10-11-2024,Ongoing,Basic,9,0.0,0.0,True,False,False,False,monthly,True
793,S-0c03b0,A-39b19f,23-11-2023,Ongoing,Pro,36,1764.0,21168.0,False,False,False,False,monthly,False
794,S-18f829,A-a33200,16-11-2024,Ongoing,Pro,36,1764.0,21168.0,False,True,False,False,annual,True
795,S-4bfa1d,A-ce550d,21-12-2024,30-12-2024,Pro,35,1715.0,20580.0,False,False,False,True,monthly,True
796,S-c657b6,A-7c5768,05-03-2024,Ongoing,Enterprise,5,995.0,11940.0,False,False,False,False,annual,True
797,S-8b721c,A-8b25f2,14-09-2024,Ongoing,Enterprise,28,5572.0,66864.0,False,False,False,False,annual,True
798,S-290ee5,A-68f37c,26-03-2024,Ongoing,Basic,67,1273.0,15276.0,False,False,False,False,annual,True
799,S-f6f1e1,A-337bc1,09-08-2024,Ongoing,Basic,40,760.0,9120.0,False,True,False,False,annual,True
800,S-597873,A-05f0e5,09-07-2024,Ongoing,Enterprise,32,6368.0,76416.0,False,False,False,False,monthly,True
801,S-e50d84,A-0baac2,11-12-2024,Ongoing,Enterprise,14,2786.0,33432.0,False,False,False,False,annual,True
802,S-9ed535,A-4f18f0,04-10-2024,Ongoing,Enterprise,24,4776.0,57312.0,False,False,False,False,annual,True
803,S-e66f1a,A-fa2041,16-07-2024,Ongoing,Basic,20,0.0,0.0,True,False,False,False,monthly,True
804,S-c8ba3e,A-5b4ebb,22-09-2024,Ongoing,Basic,21,399.0,4788.0,False,False,False,False,annual,True
805,S-755e1b,A-e4144b,18-12-2024,Ongoing,Pro,41,2009.0,24108.0,False,False,False,False,annual,True
806,S-5cba26,A-8b25f2,30-07-2024,Ongoing,Basic,6,114.0,1368.0,False,False,False,False,monthly,True
807,S-579a24,A-32fb14,04-09-2024,Ongoing,Basic,26,494.0,5928.0,False,True,False,False,monthly,False
808,S-e561b9,A-d26ab4,13-11-2024,30-11-2024,Pro,18,882.0,10584.0,False,False,True,True,monthly,True
809,S-8ae804,A-0dbdc6,05-05-2024,Ongoing,Enterprise,50,9950.0,119400.0,False,False,False,False,monthly,True
810,S-d97ff1,A-7d514c,20-03-2024,Ongoing,Basic,17,323.0,3876.0,False,False,False,False,monthly,True
811,S-bb8429,A-dbc825,27-04-2024,Ongoing,Pro,19,931.0,11172.0,False,False,False,False,annual,True
812,S-78ba09,A-f97b9a,30-11-2024,Ongoing,Pro,54,2646.0,31752.0,False,True,False,False,annual,False
813,S-979365,A-bb2f49,29-06-2023,Ongoing,Pro,68,3332.0,39984.0,False,False,True,False,monthly,True
814,S-b96ee3,A-c16b88,20-12-2024,Ongoing,Basic,23,437.0,5244.0,False,False,False,False,monthly,True
815,S-70cc83,A-313be3,16-12-2024,Ongoing,Pro,47,2303.0,27636.0,False,False,False,False,monthly,True
816,S-3b29ea,A-c37cab,26-11-2024,Ongoing,Basic,13,247.0,2964.0,False,False,False,False,monthly,False
817,S-8ff318,A-e7beab,23-12-2024,29-12-2024,Pro,5,245.0,2940.0,False,False,False,True,monthly,True
818,S-0509b8,A-e351e1,26-12-2024,29-12-2024,Basic,33,627.0,7524.0,False,False,False,True,annual,True
819,S-95cf94,A-1ac5e0,24-10-2024,Ongoing,Basic,33,627.0,7524.0,False,False,False,False,annual,True
820,S-7da02b,A-f44180,20-05-2023,19-12-2023,Enterprise,89,17711.0,212532.0,False,False,False,True,annual,True
821,S-07ff57,A-c608c8,11-03-2024,Ongoing,Pro,58,2842.0,34104.0,False,False,False,False,monthly,False
822,S-a0ba0c,A-eb1312,18-12-2024,Ongoing,Basic,42,798.0,9576.0,False,False,False,False,monthly,True
