,ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
300,T-495585,A-acb7f7,27-01-2024,27-01-2024 23:00,23,medium,31,3.0,False
301,T-502019,A-4e631b,23-09-2024,23-09-2024 20:00,20,low,18,4.0,False
302,T-b6d93a,A-50bb9f,24-02-2023,25-02-2023 10:00,34,low,35,-1.0,False
303,T-d5352f,A-c1e51e,23-01-2023,25-01-2023 05:00,53,high,148,3.0,False
304,T-5f94dd,A-d82ef9,31-12-2024,31-12-2024 13:00,13,high,149,4.0,False
305,T-d0ff21,A-378b99,11-07-2023,12-07-2023 10:00,34,medium,40,5.0,False
306,T-1d7cfb,A-05d3b3,11-08-2024,11-08-2024 15:00,15,urgent,44,5.0,False
307,T-759c6f,A-fb186e,11-01-2023,12-01-2023 19:00,43,medium,132,3.0,False
308,T-0c378b,A-f03140,04-12-2023,05-12-2023 17:00,41,low,169,-1.0,False
309,T-bde8aa,A-781cc0,01-08-2024,02-08-2024 07:00,31,high,133,-1.0,False
310,T-bf01b8,A-59f724,21-06-2024,21-06-2024 19:00,19,urgent,30,4.0,False
311,T-926f27,A-34d880,05-10-2024,07-10-2024 16:00,64,low,127,3.0,False
312,T-952a1a,A-9bfc9f,04-06-2023,06-06-2023 15:00,63,high,168,4.0,True
313,T-361edc,A-eb7fac,18-03-2023,18-03-2023 23:00,23,low,112,-1.0,False
314,T-2d4793,A-ce550d,12-02-2024,12-02-2024 03:00,3,urgent,88,-1.0,False
315,T-9bfb24,A-ad64c6,02-07-2024,04-07-2024 20:00,68,high,2,5.0,False
316,T-abcd41,A-6da850,01-11-2024,02-11-2024 12:00,36,medium,44,-1.0,False
317,T-5b0ebb,A-cea1f0,22-03-2023,23-03-2023 05:00,29,high,17,-1.0,False
318,T-2e5c7e,A-ff79f2,04-09-2024,06-09-2024 15:00,63,low,136,-1.0,False
319,T-ac4493,A-66224b,12-08-2023,14-08-2023 05:00,53,medium,172,4.0,False
320,T-6f11a3,A-a1b80b,13-05-2023,15-05-2023 10:00,58,urgent,18,-1.0,False
321,T-88949f,A-68f37c,26-10-2024,27-10-2024 19:00,43,low,173,-1.0,False
322,T-d612f3,A-bb1486,19-05-2024,19-05-2024 18:00,18,low,1,3.0,False
323,T-c127ef,A-149a69,01-10-2024,02-10-2024 01:00,25,high,170,4.0,False
324,T-6858fa,A-034368,04-05-2024,05-05-2024 00:00,24,medium,51,-1.0,False
325,T-6db7d8,A-e888d1,06-12-2023,07-12-2023 02:00,26,urgent,68,3.0,False
326,T-ad4ec7,A-560d27,28-02-2024,28-02-2024 12:00,12,low,62,3.0,False
327,T-a51205,A-cd458b,04-07-2023,05-07-2023 18:00,42,urgent,76,3.0,False
328,T-4dd126,A-af0cd2,27-06-2024,28-06-2024 12:00,36,medium,123,-1.0,False
329,T-6750a4,A-a33200,14-03-2024,15-03-2024 13:00,37,low,101,-1.0,False
330,T-33d113,A-7e0a10,11-08-2024,12-08-2024 09:00,33,high,30,-1.0,False
331,T-58506b,A-158f4e,14-12-2023,14-12-2023 13:00,13,urgent,124,4.0,False
332,T-753ba1,A-4bfa33,08-12-2023,08-12-2023 19:00,19,high,29,-1.0,False
333,T-59d67b,A-86902e,21-03-2024,23-03-2024 00:00,48,urgent,17,3.0,False
334,T-6ec2a9,A-9208f0,21-06-2023,23-06-2023 22:00,70,low,3,-1.0,False
335,T-b1d1d0,A-bcf664,13-08-2023,14-08-2023 01:00,25,urgent,128,3.0,False
336,T-130a82,A-cb5333,22-08-2023,23-08-2023 01:00,25,low,35,3.0,False
337,T-66d999,A-b44e3e,26-06-2023,27-06-2023 15:00,39,urgent,41,5.0,False
338,T-037337,A-378b99,11-07-2024,11-07-2024 16:00,16,low,1,-1.0,False
339,T-342b36,A-cc102e,17-10-2024,19-10-2024 13:00,61,low,177,5.0,False
340,T-223760,A-2edab2,01-04-2023,03-04-2023 11:00,59,low,124,-1.0,False
341,T-9eb2b5,A-dcc3f1,16-01-2024,17-01-2024 06:00,30,urgent,144,5.0,False
342,T-f3e7c5,A-756192,23-01-2023,23-01-2023 17:00,17,urgent,119,5.0,False
343,T-116af1,A-dcc2f0,08-05-2024,10-05-2024 04:00,52,urgent,93,-1.0,False
344,T-29279c,A-812c5b,20-02-2023,21-02-2023 19:00,43,urgent,127,4.0,False
345,T-b0acc7,A-1f559b,27-08-2023,29-08-2023 00:00,48,medium,126,4.0,False
346,T-d32d8c,A-c1e51e,04-01-2023,05-01-2023 01:00,25,urgent,55,4.0,False
347,T-cb9d4b,A-fd7ad3,06-07-2023,07-07-2023 14:00,38,medium,144,4.0,False
348,T-475284,A-d27f50,13-04-2024,13-04-2024 15:00,15,low,99,3.0,False
349,T-411989,A-2446e3,27-10-2024,27-10-2024 08:00,8,medium,148,4.0,False
350,T-863bcf,A-bece89,28-05-2024,29-05-2024 02:00,26,medium,163,4.0,True
351,T-866ebe,A-b07b56,05-06-2023,06-06-2023 03:00,27,urgent,115,-1.0,False
353,T-458e24,A-f25509,27-03-2024,27-03-2024 20:00,20,medium,147,4.0,False
354,T-c8be02,A-378b99,03-11-2023,05-11-2023 01:00,49,medium,115,5.0,False
355,T-7f088c,A-4e44e8,21-06-2023,23-06-2023 23:00,71,low,175,4.0,False
356,T-4a0f02,A-186a44,21-01-2023,23-01-2023 03:00,51,urgent,61,-1.0,False
357,T-f3f1b8,A-dbc825,11-04-2024,13-04-2024 22:00,70,low,122,-1.0,False
358,T-79b057,A-31ab9a,22-01-2023,23-01-2023 03:00,27,low,66,4.0,False
359,T-11534a,A-524364,21-03-2023,23-03-2023 17:00,65,low,110,5.0,False
360,T-c0d8b2,A-8b0451,01-12-2024,03-12-2024 01:00,49,urgent,23,3.0,False
362,T-cbc17d,A-7c5768,30-09-2024,30-09-2024 19:00,19,medium,62,-1.0,False
363,T-1d4920,A-b7b7b7,11-05-2024,11-05-2024 09:00,9,low,101,-1.0,False
364,T-ef0a78,A-ad296b,09-09-2024,10-09-2024 14:00,38,medium,81,3.0,False
365,T-b369df,A-c7e58b,13-08-2024,13-08-2024 16:00,16,low,125,3.0,False
366,T-29e9b8,A-4a267b,17-05-2023,17-05-2023 07:00,7,low,166,5.0,False
367,T-96702f,A-9077b0,14-09-2023,16-09-2023 20:00,68,high,176,5.0,False
368,T-9df3b0,A-eb2fdc,23-01-2023,25-01-2023 07:00,55,low,42,4.0,False
369,T-a39933,A-ed510f,31-01-2023,01-02-2023 20:00,44,urgent,129,5.0,False
370,T-7febc0,A-779e4e,27-01-2023,28-01-2023 09:00,33,urgent,79,3.0,False
371,T-84717f,A-f19409,12-11-2024,12-11-2024 01:00,1,urgent,90,4.0,False
372,T-135f77,A-cd458b,02-12-2024,04-12-2024 05:00,53,medium,146,5.0,False
373,T-41014e,A-a0ca4e,02-12-2024,04-12-2024 13:00,61,high,40,-1.0,False
375,T-3ec096,A-f97b9a,18-06-2023,20-06-2023 11:00,59,high,32,3.0,False
376,T-251fda,A-856b1e,15-09-2024,15-09-2024 01:00,1,low,123,-1.0,False
377,T-8d3d46,A-30b4ca,02-09-2024,04-09-2024 16:00,64,medium,131,-1.0,False
378,T-051e5b,A-e08cd3,20-09-2023,20-09-2023 11:00,11,urgent,59,5.0,False
379,T-429ce6,A-c45b23,30-05-2024,30-05-2024 07:00,7,high,55,3.0,False
380,T-3367b8,A-ba6516,17-07-2023,19-07-2023 18:00,66,low,14,-1.0,False
381,T-1e3043,A-b78bf8,19-02-2024,19-02-2024 02:00,2,urgent,89,5.0,False
383,T-864e85,A-9bfc9f,01-03-2024,03-03-2024 10:00,58,low,72,3.0,False
384,T-2b1a0a,A-89ee83,05-10-2024,05-10-2024 13:00,13,medium,35,4.0,True
385,T-5c9e4d,A-c7e58b,16-12-2024,18-12-2024 07:00,55,urgent,104,-1.0,False
386,T-af95b8,A-58b9ff,30-11-2023,02-12-2023 17:00,65,low,120,4.0,False
387,T-471c3e,A-3ce5b8,15-08-2024,16-08-2024 17:00,41,high,89,4.0,False
388,T-862ab3,A-31ab9a,16-06-2024,18-06-2024 11:00,59,medium,85,3.0,False
389,T-7b0fe1,A-716841,03-04-2023,04-04-2023 16:00,40,low,176,-1.0,False
390,T-ac5eaa,A-55f257,22-05-2023,23-05-2023 12:00,36,urgent,144,5.0,False
391,T-f27d8b,A-7920cc,30-09-2023,01-10-2023 23:00,47,urgent,113,-1.0,False
392,T-60706c,A-2922b6,02-10-2024,03-10-2024 03:00,27,urgent,136,-1.0,False
393,T-3a3aa1,A-3b5cd1,21-10-2023,21-10-2023 09:00,9,low,24,4.0,False
394,T-e74b9f,A-94d3da,10-06-2024,11-06-2024 12:00,36,low,98,3.0,False
395,T-dfad13,A-5b1bcd,17-12-2024,17-12-2024 05:00,5,urgent,143,5.0,False
396,T-60c481,A-5247b3,29-07-2024,31-07-2024 09:00,57,urgent,131,4.0,False
397,T-772cfe,A-e51ec7,05-10-2024,06-10-2024 21:00,45,high,87,5.0,False
398,T-187648,A-592832,27-10-2024,28-10-2024 17:00,41,medium,51,-1.0,False
399,T-48f8ab,A-dcc2f0,20-07-2023,20-07-2023 02:00,2,medium,107,-1.0,False
400,T-35ba6a,A-ab438f,03-03-2024,03-03-2024 04:00,4,urgent,139,3.0,False
401,T-5b9038,A-d922bf,16-07-2024,16-07-2024 23:00,23,high,7,3.0,False
402,T-690c29,A-c222ab,01-12-2024,03-12-2024 23:00,71,medium,77,5.0,False
403,T-3f754a,A-bb3bd4,25-09-2024,25-09-2024 14:00,14,urgent,36,5.0,False
404,T-367563,A-e61e98,23-11-2024,23-11-2024 05:00,5,medium,175,-1.0,False
405,T-0079ed,A-cc98bc,13-06-2023,13-06-2023 03:00,3,urgent,125,-1.0,False
406,T-69e92c,A-ccabf0,27-09-2023,28-09-2023 22:00,46,medium,114,3.0,False
407,T-e3d7af,A-526d93,13-11-2024,15-11-2024 06:00,54,low,157,-1.0,False
408,T-f708b2,A-bc87bc,11-10-2023,11-10-2023 11:00,11,low,177,3.0,False
409,T-b2b3fd,A-7df7a7,19-03-2024,20-03-2024 02:00,26,high,132,3.0,True
410,T-1dc468,A-4c6f11,29-11-2023,29-11-2023 20:00,20,urgent,14,5.0,False
411,T-b78a44,A-9208f0,27-09-2023,28-09-2023 08:00,32,medium,103,4.0,False
412,T-194946,A-65aeb5,10-08-2023,11-08-2023 08:00,32,low,173,-1.0,False
413,T-cbfee6,A-5247b3,11-06-2023,13-06-2023 04:00,52,high,173,-1.0,False
414,T-ea7839,A-ba6516,17-03-2024,18-03-2024 00:00,24,low,58,3.0,False
415,T-32cb13,A-1986ca,14-06-2023,14-06-2023 15:00,15,urgent,146,4.0,False
416,T-88d5fe,A-0b0d6d,14-01-2024,15-01-2024 17:00,41,urgent,59,-1.0,False
417,T-a80500,A-fce879,16-01-2023,17-01-2023 05:00,29,medium,74,3.0,False
418,T-325ab2,A-f03140,21-09-2023,22-09-2023 19:00,43,medium,71,-1.0,False
419,T-cfae4d,A-fdfc91,27-01-2023,28-01-2023 20:00,44,urgent,55,4.0,False
420,T-cc5da4,A-86cdb4,07-08-2023,09-08-2023 14:00,62,high,33,5.0,False
421,T-387b29,A-956988,20-04-2024,21-04-2024 20:00,44,low,83,-1.0,False
422,T-86268f,A-157070,04-12-2024,06-12-2024 12:00,60,low,176,3.0,False
423,T-ef99b1,A-eb1312,04-09-2023,06-09-2023 20:00,68,low,117,5.0,False
424,T-89ae7a,A-503d5a,11-01-2024,14-01-2024 00:00,72,high,107,5.0,False
425,T-7c37e5,A-8b0451,10-12-2024,11-12-2024 23:00,47,urgent,104,-1.0,False
426,T-bd64bb,A-5a92e7,25-04-2023,27-04-2023 19:00,67,urgent,172,5.0,False
427,T-6deaa1,A-5f2961,30-06-2023,02-07-2023 05:00,53,high,19,-1.0,False
428,T-1c52db,A-8e47ca,04-01-2023,05-01-2023 22:00,46,medium,90,-1.0,False
429,T-be05b0,A-396e5f,15-08-2024,16-08-2024 05:00,29,urgent,27,-1.0,False
430,T-ffd35f,A-bb1eaa,15-10-2023,17-10-2023 10:00,58,urgent,106,-1.0,False
431,T-d15fe8,A-600734,15-03-2024,17-03-2024 19:00,67,high,88,4.0,False
432,T-742fdb,A-fdfc91,17-11-2024,17-11-2024 23:00,23,urgent,120,3.0,False
433,T-b45de1,A-a7bd4b,11-07-2023,11-07-2023 11:00,11,high,70,4.0,False
434,T-0c38ce,A-bbe56f,30-11-2024,01-12-2024 03:00,27,urgent,79,-1.0,False
435,T-1f01f6,A-4bfa33,12-12-2023,12-12-2023 12:00,12,urgent,46,4.0,False
436,T-5b2010,A-038089,18-04-2024,18-04-2024 14:00,14,medium,149,3.0,False
437,T-2a5b2f,A-f92792,03-07-2024,05-07-2024 22:00,70,low,80,4.0,False
438,T-a7ce4a,A-034368,01-07-2023,01-07-2023 19:00,19,high,124,-1.0,False
439,T-d6c9b1,A-a6d261,09-02-2024,09-02-2024 01:00,1,high,32,5.0,False
440,T-8206e8,A-e43bf7,17-06-2024,18-06-2024 14:00,38,low,86,-1.0,False
441,T-fd832d,A-4ae22a,11-02-2023,11-02-2023 04:00,4,low,107,-1.0,False
442,T-3c6a06,A-c62e55,03-02-2024,03-02-2024 21:00,21,urgent,132,4.0,False
443,T-bdc427,A-56962b,23-01-2023,25-01-2023 18:00,66,high,79,-1.0,False
444,T-d4a251,A-751bd4,10-01-2023,10-01-2023 15:00,15,urgent,127,3.0,False
445,T-d57ae7,A-bf7919,11-06-2023,11-06-2023 17:00,17,low,110,5.0,False
446,T-8a7eca,A-fa3095,24-10-2023,26-10-2023 20:00,68,urgent,132,5.0,False
447,T-5df251,A-b179bf,06-10-2023,08-10-2023 04:00,52,high,139,-1.0,False
448,T-967ccc,A-acb7f7,28-12-2023,30-12-2023 02:00,50,urgent,144,4.0,False
449,T-5bd570,A-dcc3f1,10-06-2023,12-06-2023 11:00,59,low,95,-1.0,False
450,T-9b7b66,A-13466a,24-06-2023,24-06-2023 21:00,21,high,77,5.0,False
451,T-4b2c43,A-c4ea60,07-04-2024,08-04-2024 23:00,47,medium,83,3.0,False
452,T-eeae26,A-0f3e88,24-11-2023,26-11-2023 12:00,60,low,104,5.0,False
453,T-8ec963,A-bc4d48,24-06-2023,25-06-2023 19:00,43,high,133,3.0,False
454,T-c8d035,A-bf7919,29-10-2024,29-10-2024 12:00,12,high,53,-1.0,False
455,T-686725,A-993085,23-03-2024,25-03-2024 02:00,50,medium,78,-1.0,False
456,T-926c1c,A-eb7c38,13-05-2024,14-05-2024 12:00,36,medium,119,5.0,False
457,T-fcd24e,A-f1f639,05-12-2024,05-12-2024 22:00,22,high,27,5.0,False
458,T-6db04f,A-ed510f,06-07-2023,08-07-2023 12:00,60,urgent,46,-1.0,False
459,T-f0e463,A-3cc791,04-12-2023,06-12-2023 22:00,70,low,75,5.0,False
460,T-d89dd4,A-6dee43,07-11-2023,08-11-2023 17:00,41,urgent,64,5.0,False
461,T-ad83da,A-fb186e,18-10-2023,18-10-2023 21:00,21,urgent,91,-1.0,False
463,T-8402a1,A-1e6fc3,25-04-2023,25-04-2023 08:00,8,low,122,-1.0,False
464,T-d5bbc8,A-05d3b3,13-08-2023,13-08-2023 11:00,11,medium,19,-1.0,False
465,T-d370a4,A-fd7ad3,23-12-2023,25-12-2023 06:00,54,urgent,118,5.0,True
466,T-fd84fa,A-08e34e,16-03-2023,17-03-2023 06:00,30,medium,170,3.0,False
467,T-145a95,A-6f50ae,01-03-2023,02-03-2023 10:00,34,medium,144,5.0,False
468,T-80284c,A-ce550d,24-08-2023,26-08-2023 02:00,50,urgent,64,3.0,False
469,T-0d0582,A-ee42db,13-02-2024,15-02-2024 05:00,53,medium,5,-1.0,False
470,T-b03205,A-b9eed8,29-05-2023,30-05-2023 23:00,47,urgent,40,3.0,False
471,T-935cb7,A-5f7781,14-08-2024,16-08-2024 03:00,51,high,21,4.0,False
472,T-89db4e,A-31ab9a,31-08-2023,02-09-2023 15:00,63,medium,132,-1.0,False
473,T-787a34,A-396e5f,06-03-2024,06-03-2024 12:00,12,high,147,-1.0,False
474,T-c0b6ed,A-1986ca,27-07-2024,29-07-2024 07:00,55,urgent,30,3.0,False
475,T-50b851,A-cea1f0,26-12-2023,28-12-2023 00:00,48,low,42,4.0,False
476,T-c98c9f,A-832ec2,28-02-2024,28-02-2024 20:00,20,medium,68,-1.0,False
477,T-b5f0d3,A-016043,02-10-2023,02-10-2023 20:00,20,high,28,4.0,False
478,T-699109,A-ced9aa,14-05-2024,15-05-2024 10:00,34,urgent,54,-1.0,False
479,T-9bde67,A-524364,30-09-2023,02-10-2023 11:00,59,high,59,4.0,False
480,T-fcedc6,A-5a184f,13-04-2024,14-04-2024 13:00,37,high,33,4.0,False
481,T-f7d63c,A-65a46c,29-10-2024,30-10-2024 20:00,44,urgent,4,4.0,False
482,T-d62751,A-86cdb4,02-12-2024,02-12-2024 01:00,1,urgent,167,-1.0,False
483,T-22710d,A-1b707d,19-04-2024,21-04-2024 03:00,51,medium,53,-1.0,False
485,T-05fd42,A-f45426,24-08-2024,25-08-2024 14:00,38,urgent,38,4.0,False
486,T-37b102,A-0be015,02-04-2023,03-04-2023 00:00,24,high,133,4.0,False
487,T-dc51a8,A-0532a9,24-11-2024,25-11-2024 03:00,27,low,6,-1.0,False
488,T-76ee80,A-fce879,17-07-2024,18-07-2024 03:00,27,urgent,49,5.0,False
489,T-6ea0dd,A-a09355,08-02-2024,08-02-2024 04:00,4,low,87,4.0,False
490,T-7fd978,A-22d9d2,26-12-2023,26-12-2023 10:00,10,urgent,8,-1.0,False
491,T-621fb8,A-7f8241,19-04-2024,20-04-2024 12:00,36,medium,135,3.0,False
492,T-adcdc9,A-adc1f3,12-06-2023,14-06-2023 23:00,71,urgent,25,4.0,False
493,T-6d98ab,A-ced9aa,22-12-2023,23-12-2023 22:00,46,high,124,-1.0,False
494,T-1cea26,A-bcf664,18-12-2023,20-12-2023 21:00,69,high,169,5.0,True
495,T-c6dcaf,A-32fb14,18-03-2023,20-03-2023 15:00,63,low,24,-1.0,False
496,T-4bf7c6,A-463db0,15-08-2024,15-08-2024 04:00,4,low,171,4.0,False
497,T-7dfa96,A-e888d1,12-09-2023,14-09-2023 16:00,64,low,98,-1.0,False
498,T-22b4a9,A-3cc791,18-09-2024,20-09-2024 10:00,58,urgent,48,3.0,False
499,T-bf0575,A-78f02b,10-04-2023,12-04-2023 11:00,59,high,125,5.0,False
500,T-0ca62f,A-e40f45,31-08-2023,01-09-2023 05:00,29,urgent,114,5.0,False
501,T-20c0bf,A-2d4502,23-04-2023,25-04-2023 16:00,64,urgent,30,5.0,False
502,T-1c2c18,A-ed510f,28-03-2024,30-03-2024 08:00,56,urgent,122,-1.0,False
503,T-e07558,A-296d7c,27-04-2024,27-04-2024 14:00,14,urgent,31,3.0,False
504,T-d6be94,A-30b4ca,05-05-2023,07-05-2023 09:00,57,medium,125,4.0,False
505,T-e6c083,A-443b7c,16-05-2024,17-05-2024 18:00,42,high,81,5.0,False
506,T-134bb9,A-2bc93d,23-11-2024,23-11-2024 07:00,7,medium,44,5.0,False
507,T-118f13,A-19b2c8,05-09-2024,06-09-2024 08:00,32,high,109,5.0,False
508,T-956203,A-ccb686,06-11-2023,08-11-2023 19:00,67,high,30,4.0,False
509,T-2ae381,A-f3ff05,12-07-2023,14-07-2023 02:00,50,medium,108,3.0,False
510,T-897033,A-1b7577,07-08-2023,09-08-2023 15:00,63,urgent,157,3.0,False
511,T-f14a3d,A-0be015,13-04-2023,13-04-2023 13:00,13,urgent,123,-1.0,False
512,T-6bdc37,A-80eeb6,23-07-2023,24-07-2023 17:00,41,high,89,5.0,False
513,T-2fee89,A-42e5e1,25-01-2024,26-01-2024 03:00,27,high,124,4.0,False
514,T-14ab7d,A-bece89,20-02-2023,21-02-2023 01:00,25,medium,63,5.0,False
515,T-c9394b,A-427b69,09-04-2024,09-04-2024 06:00,6,medium,99,-1.0,False
516,T-7b4c85,A-5a215a,26-07-2023,28-07-2023 16:00,64,urgent,18,-1.0,False
517,T-ab2c55,A-45ce7a,18-08-2023,19-08-2023 18:00,42,medium,49,3.0,False
518,T-11b816,A-9077b0,07-09-2024,07-09-2024 02:00,2,urgent,180,3.0,False
519,T-d51f64,A-558c72,28-08-2024,30-08-2024 12:00,60,low,30,-1.0,False
520,T-675d69,A-19b2c8,03-02-2023,04-02-2023 08:00,32,medium,132,4.0,False
521,T-9a1036,A-443b7c,24-01-2023,25-01-2023 07:00,31,urgent,51,5.0,False
522,T-ba404b,A-8145a0,06-01-2023,06-01-2023 11:00,11,low,30,5.0,False
523,T-9d4edb,A-9174e0,09-06-2023,11-06-2023 05:00,53,low,173,-1.0,False
524,T-2ca992,A-3f9cc0,17-08-2024,18-08-2024 20:00,44,high,28,-1.0,False
525,T-d9cb01,A-0baac2,23-03-2024,25-03-2024 10:00,58,urgent,104,-1.0,False
526,T-3fd10a,A-bcbe98,14-05-2024,15-05-2024 15:00,39,high,29,-1.0,False
527,T-df66b4,A-425e76,05-10-2023,08-10-2023 00:00,72,high,160,3.0,False
528,T-16968a,A-e89151,10-10-2024,11-10-2024 05:00,29,medium,54,-1.0,False
529,T-a65a71,A-e89151,01-04-2024,03-04-2024 06:00,54,medium,43,5.0,False
530,T-c28542,A-d49cc5,18-07-2024,20-07-2024 04:00,52,medium,32,4.0,False
531,T-f3737d,A-1986ca,01-05-2023,01-05-2023 09:00,9,low,100,4.0,False
532,T-fb84f7,A-ce550d,25-10-2024,27-10-2024 21:00,69,medium,90,5.0,False
533,T-4db8d5,A-40a557,24-11-2024,26-11-2024 03:00,51,urgent,119,5.0,False
534,T-9fc75b,A-4c6f11,06-12-2023,08-12-2023 06:00,54,high,173,5.0,False
535,T-274882,A-3b37d9,03-01-2023,04-01-2023 08:00,32,medium,89,5.0,False
536,T-8444c1,A-69fad4,16-09-2023,18-09-2023 23:00,71,medium,114,4.0,False
537,T-d82bc4,A-157070,25-08-2023,26-08-2023 01:00,25,urgent,152,-1.0,True
538,T-604490,A-f9cc74,13-09-2024,15-09-2024 10:00,58,low,115,4.0,False
539,T-55edb1,A-b9eed8,05-01-2023,06-01-2023 06:00,30,medium,87,5.0,False
540,T-466dab,A-d82ef9,26-03-2023,28-03-2023 16:00,64,urgent,38,5.0,False
541,T-dd5960,A-f19b24,22-01-2024,22-01-2024 13:00,13,urgent,73,-1.0,True
542,T-ef33cf,A-1e1b80,26-01-2024,27-01-2024 00:00,24,medium,16,-1.0,False
543,T-d8aafb,A-fa3095,05-10-2024,07-10-2024 06:00,54,low,91,-1.0,False
544,T-a14a68,A-86fc1d,15-08-2023,17-08-2023 16:00,64,high,38,3.0,False
545,T-0e6900,A-d42431,28-02-2023,01-03-2023 06:00,30,medium,20,-1.0,False
546,T-5e66ab,A-c37601,26-01-2023,26-01-2023 19:00,19,urgent,180,4.0,False
547,T-a5e537,A-186a44,22-04-2023,24-04-2023 14:00,62,high,176,3.0,False
548,T-7e77dc,A-7cfe77,23-12-2023,23-12-2023 19:00,19,medium,42,-1.0,False
549,T-e2d68e,A-8ae3fc,27-04-2023,29-04-2023 21:00,69,high,14,-1.0,False
550,T-f6909c,A-5a92e7,18-05-2023,19-05-2023 23:00,47,medium,9,5.0,False
551,T-154975,A-313be3,16-07-2023,17-07-2023 13:00,37,urgent,70,-1.0,False
552,T-2b6bb1,A-993085,20-02-2024,22-02-2024 20:00,68,high,33,4.0,False
553,T-95452e,A-aa9511,09-08-2023,11-08-2023 09:00,57,urgent,61,-1.0,False
554,T-da0863,A-1e6fc3,30-12-2023,30-12-2023 22:00,22,high,2,5.0,False
555,T-65d099,A-e60f9d,09-02-2024,11-02-2024 22:00,70,urgent,81,-1.0,False
556,T-5ceddb,A-4d1e75,10-07-2024,10-07-2024 03:00,3,medium,173,4.0,False
557,T-4579d9,A-76fa4d,23-06-2023,24-06-2023 05:00,29,medium,57,5.0,False
558,T-4669d1,A-4ae22a,08-03-2024,09-03-2024 06:00,30,low,101,3.0,False
559,T-1acc04,A-8145a0,08-08-2023,08-08-2023 19:00,19,high,85,-1.0,False
560,T-284720,A-cc102e,11-04-2024,11-04-2024 01:00,1,low,93,3.0,False
561,T-20d740,A-8145a0,02-02-2024,03-02-2024 14:00,38,medium,119,-1.0,False
562,T-df87ef,A-67be94,03-03-2023,05-03-2023 20:00,68,high,7,5.0,False
563,T-9def1e,A-ffc04f,23-02-2023,23-02-2023 04:00,4,high,18,4.0,False
564,T-0bc38a,A-c70870,08-07-2023,08-07-2023 19:00,19,low,159,5.0,False
565,T-0de7f1,A-e7beab,22-09-2024,23-09-2024 01:00,25,low,172,-1.0,False
566,T-d4805c,A-1b9609,22-06-2023,22-06-2023 16:00,16,low,42,-1.0,False
567,T-b35070,A-39b19f,01-04-2023,03-04-2023 19:00,67,high,133,-1.0,False
568,T-73d14f,A-726cfa,22-08-2023,24-08-2023 13:00,61,low,142,4.0,False
569,T-035748,A-e98302,25-09-2023,27-09-2023 08:00,56,urgent,133,4.0,False
570,T-b918db,A-f25509,08-05-2024,08-05-2024 21:00,21,low,162,5.0,False
571,T-3cdeb2,A-600734,09-09-2024,11-09-2024 17:00,65,medium,88,-1.0,False
573,T-2795e4,A-09316c,20-12-2024,22-12-2024 21:00,69,low,81,3.0,False
574,T-a32dd4,A-6a7c9d,27-04-2024,28-04-2024 03:00,27,high,13,-1.0,False
575,T-e41843,A-c9bb3e,22-07-2023,23-07-2023 06:00,30,high,119,4.0,False
576,T-81a9e7,A-712f1c,27-02-2024,28-02-2024 19:00,43,medium,108,4.0,False
577,T-38714f,A-fe79a5,25-12-2024,25-12-2024 07:00,7,high,63,-1.0,False
578,T-322072,A-8e47ca,17-02-2023,18-02-2023 11:00,35,high,130,-1.0,False
579,T-99b0b8,A-a0ca4e,17-10-2023,19-10-2023 11:00,59,low,148,3.0,False
580,T-98be51,A-5790f4,07-07-2024,09-07-2024 22:00,70,medium,13,4.0,False
581,T-bb7fa9,A-7f6b86,17-09-2024,19-09-2024 09:00,57,high,81,4.0,False
582,T-0a3847,A-49b828,04-10-2024,04-10-2024 09:00,9,medium,20,3.0,True
583,T-6dbff1,A-bcbe98,27-05-2024,29-05-2024 04:00,52,medium,11,3.0,True
586,T-b25f66,A-f3ff05,17-12-2023,19-12-2023 03:00,51,low,104,4.0,False
587,T-992cf9,A-c9bb3e,14-12-2024,14-12-2024 16:00,16,medium,21,4.0,False
588,T-d72e3b,A-bd4708,15-11-2024,15-11-2024 05:00,5,medium,34,3.0,False
589,T-e46e71,A-9badbd,19-10-2023,19-10-2023 17:00,17,urgent,125,-1.0,False
590,T-c5ffb0,A-ce66f8,27-05-2024,28-05-2024 13:00,37,urgent,139,-1.0,False
591,T-cb3efb,A-e7beab,16-09-2023,16-09-2023 19:00,19,high,28,5.0,False
592,T-885f5b,A-4e960a,08-08-2023,08-08-2023 13:00,13,low,141,4.0,False
593,T-a45f3e,A-d792a6,11-02-2024,12-02-2024 21:00,45,urgent,174,4.0,False
594,T-e834e7,A-310452,29-12-2024,30-12-2024 00:00,24,medium,46,4.0,False
595,T-ddf662,A-5247b3,14-01-2024,15-01-2024 09:00,33,high,66,-1.0,False
596,T-210819,A-ed510f,13-09-2024,13-09-2024 11:00,11,medium,87,4.0,False
597,T-416fb5,A-b9eed8,10-11-2023,11-11-2023 00:00,24,medium,114,3.0,False
598,T-7cdb82,A-bd4513,26-04-2023,28-04-2023 23:00,71,medium,37,4.0,False
599,T-c9f3f0,A-309e54,19-07-2024,20-07-2024 02:00,26,high,145,-1.0,False
600,T-45239b,A-7f6b86,28-10-2024,30-10-2024 17:00,65,high,29,-1.0,False
601,T-a61785,A-756192,03-04-2023,05-04-2023 11:00,59,urgent,17,-1.0,False
